Species,No.,Year,Month,Province,County,District,Longitude,Latitude,Type of conflict (standard),Victem,Number of victems,Number of deaths,URL
Brown Bear,BB050,2022,10,青海省,德令哈市,德令哈柏树山,97.385669,37.314581,Enter human settlements,,,,https://tv.cctv.cn/2022/11/01/VIDEFYnJcWzfX1GcbqAhCNz3221101.shtml
Brown Bear,BB051,2024,8,青海省,祁连县,祁连县野牛沟乡,99.541309,38.458448,Enter human settlements,,,,https://tv.cctv.cn/2024/08/22/VIDEeGtDoTJXhW4Oj59UHp7s240822.shtml
Brown Bear,BB052,2017,6,西藏自治区,丁青县,丁青县桑多乡郡休村二组,95.858721,31.198886,Attack livestock,Cow,1,1,https://mp.weixin.qq.com/s?__biz=MzA4NTcwOTk3OA==&mid=2650106552&idx=4&sn=068be18abfa07aef6673a3c9de6bd1b7&chksm=87d20f4db0a5865ba207c54fce65de808807dac9641e536a8b0779b474ee16b2825c72bc66ca&scene=27
Brown Bear,BB053,2011,4,新疆维吾尔自治区,额敏县,S201额克公路靠近额敏县风力发电站路段,84.057394,46.231619,Attack human,,,,https://news.cntv.cn/map/20110428/104408.shtml
Brown Bear,BB054,2023,4,西藏自治区,丁青县,昌都市丁青县,95.494899,31.449293,Enter human settlements,,,,http://news.hnr.cn/shxw/article/1/1649374204180377602
Brown Bear,BB055,2023,5,西藏自治区,巴青县,巴青县贡日乡检查站门口,94.490073,32.452593,Damage property,,,,https://news.ycwb.com/2023-07/02/content_52049658.htm
Brown Bear,BB056,2023,6,青海省,班玛县,果洛藏族自治州班玛县江日堂乡,100.773774,32.91841,Damage property,,,,http://media.tibet.cn/video/ugc/20230620/1687227021948.shtml
Brown Bear,BB057,2016,10,西藏自治区,尼玛县,那曲地区尼玛县甲果,86.910619,30.96312,Enter human settlements,,,,https://news.youth.cn/sh/201610/t20161021_8767725.htm
Brown Bear,BB058,2017,7,新疆维吾尔自治区,乌鲁木齐县,乌鲁木齐县板房沟乡夏牧场,87.406944,43.436863,Attack livestock,Sheep,4,4,https://mp.weixin.qq.com/s?__biz=MzAwMzI3NzM1NA==&mid=2653628829&idx=7&sn=d100b5dcaa9a457a650227297fdc3239&chksm=80e21ed8b79597cea1f65112056ea72a69e6f4df02de9439d39d65e57808b789fcab491f0a8f&scene=27
Brown Bear,BB059,2007,10,黑龙江省,嫩江市,嫩江县白云乡清泉村,126.141375,49.15882,Enter human settlements,,,,https://heilongjiang.dbw.cn/system/2007/11/07/051041978.shtml
Brown Bear,BB060,2018,11,黑龙江省,抚远市,抚远东侧外环路,134.316758,48.361799,Enter human settlements,,,,https://news.cctv.com/2018/11/18/ARTIzYgB0SeBTkx01Mfw2zS6181118.shtml
Brown Bear,BB061,2023,11,青海省,茫崖市,海西州茫崖市格茫公路,91.689857,37.846586,Enter human settlements,,,,https://baijiahao.baidu.com/s?id=1783524463354603486&wfr=spider&for=pc
Brown Bear,BB062,2020,5,新疆维吾尔自治区,塔城市,塔城边境管理支队二工镇,83.013628,46.742451,Enter human settlements,,,,https://www.xjfzb.com/sitefiles/services/cms/page.aspx?s=216&n=235&c=182773
Brown Bear,BB063,2024,10,青海省,称多县,称多县珍秦镇珍秦河谷,97.340856,33.359194,Enter human settlements,,,,http://www.qinghai.gov.cn/zwgk/system/2024/10/13/030055706.shtml
Brown Bear,BB064,2010,6,内蒙古自治区,根河市,呼伦贝尔大兴安岭林业局得耳布尔公司吉勒布林场22支线,120.476198,50.937015,Attack livestock,Goat,1,1,https://nm.cnr.cn/xwzx/jjnmg/201006/t20100610_506562788.html
Clouded Leopard,CL001,2007,8,四川省,长宁县,梅硐镇中坪村岗地湾,105.012083,28.351684,Enter human settlements,,,,https://discovery.cctv.com/20071108/104892.shtml
Clouded Leopard,CL002,2005,5,云南省,勐腊县,勐腊县勐满镇大黑山咖啡基地,101.318373,21.28509,Enter human settlements,,,,https://news.sina.com.cn/s/2006-02-27/11488313905s.shtml
Dhole,D001,2016,4,新疆维吾尔自治区,新源县,72团12连一排渠,83.800367,43.384363,Enter human settlements,,,,https://m.cnr.cn/news/20160419/t20160419_521919124.html
Dhole,D002,2023,6,甘肃省,永靖县,永靖岘塬,103.264369,35.908638,Enter human settlements,,,,http://gs.people.com.cn/n2/2023/0608/c403225-40449724.html
Eurasian Lynx,EL001,2024,4,西藏自治区,噶尔县,阿里噶尔县昆莎乡那木如村,80.152336,31.908383,Attack livestock,Sheep,20+,20+,https://www.thepaper.cn/newsDetail_forward_27028774
Eurasian Lynx,EL002,2019,2,甘肃省,祁连县,祁连山国家级自然保护区,102.591208,37.442614,Attack livestock,Chicken,5,5,https://m.thepaper.cn/baijiahao_5139323
Eurasian Lynx,EL003,2022,12,黑龙江省,加格达奇区,加格达奇区光明街道,124.129945,50.413291,Attack livestock,Rabbit,2,2,https://m.thepaper.cn/baijiahao_21027167
Eurasian Lynx,EL004,2024,1,内蒙古自治区,根河市,图里河镇南沟林场调度室,121.265172,50.227404,Attack domestic dog,Dog,2,2,https://inews.nmgnews.com.cn/system/2024/01/11/013532717.shtml
Eurasian Lynx,EL005,2023,2,黑龙江省,加格达奇区,加格达奇加北乡幸福二队,124.179633,50.434123,Enter human settlements,,,,https://www.forestry.gov.cn/c/www/dzbhdt/363388.jhtml
Eurasian Lynx,EL006,2011,12,内蒙古自治区,根河市,根河市森工办事处,121.547232,50.786983,Enter human settlements,,,,https://news.sina.com.cn/c/2011-12-29/160223717256.shtml
Eurasian Lynx,EL007,2019,11,黑龙江省,呼玛县,呼玛县荣边村,126.65006,51.695387,Enter human settlements,,,,https://tv.cctv.com/2019/11/14/VIDEd84VX4kAXvvkWps0L8Gg191114.shtml
Eurasian Lynx,EL008,2015,3,新疆维吾尔自治区,阿克苏市,阿克苏英阿瓦提,79.485035,41.415568,Attack livestock,Sheep,3,3,https://news.sina.com.cn/c/p/2015-03-17/120531615440.shtml
Eurasian Lynx,EL009,2021,10,内蒙古自治区,额尔古纳市,呼伦贝尔市额尔古纳市蒙兀室韦苏木,119.901412,51.340963,Enter human settlements,,,,https://www.thecover.cn/news/8200819
Eurasian Lynx,EL010,2022,3,黑龙江省,呼中区,大兴安岭地区呼中镇,123.589869,52.033869,Enter human settlements,,,,https://mp.weixin.qq.com/s?__biz=MjM5OTgxMjA4MA==&mid=2652359970&idx=5&sn=97ff56767a7cfb107953ee46e4be6911&chksm=bcd6a3bd8ba12aab4f682b61b9d5dea735894ef878594112d68433a393b0092b06ba52fc44b7&scene=27
Eurasian Lynx,EL011,2023,9,内蒙古自治区,牙克石市,牙克石伊图里河,121.539104,50.636724,Attack livestock,Sheep,6月7日,6月7日,https://k.sina.com.cn/article_1235517742_m49a4812e033014zfc.html
Eurasian Lynx,EL012,2024,3,黑龙江省,漠河市,漠河林场居民区,123.711144,53.4692,Enter human settlements,,,,https://m.thepaper.cn/baijiahao_26704552
Eurasian Lynx,EL013,2024,9,内蒙古自治区,海拉尔区,海拉尔苍狼白鹿冰雪运动基地,119.830727,49.314065,Enter human settlements,,,,https://lcj.hlbe.gov.cn/News/show/1269732.html
Eurasian Lynx,EL014,2022,4,黑龙江省,呼中区,呼中保护区靠前驻防营区,123.045135,51.610817,Enter human settlements,,,,https://m.gmw.cn/baijia/2022-04/04/1302882054.html
Eurasian Lynx,EL015,2023,12,西藏自治区,桑珠孜区,桑珠孜联乡大竹村,89.640314,29.333527,Enter human settlements,,,,https://mp.weixin.qq.com/s?__biz=MzIyOTY0OTE1Nw==&mid=2247642885&idx=3&sn=ca3b90a2c73b44f056fd24809ccc36ce&chksm=e8b3916fdfc41879d5acd680af297a69b20a5cdaa2224557d10687fb784750142f1fc03ee01f&scene=27
Eurasian Lynx,EL016,2024,11,西藏自治区,当雄县,那嘎村一组楚布河旁,89.115641,29.179219,Enter human settlements,,,,https://baijiahao.baidu.com/s?id=1847883424688445691&wfr=spider&for=pc
Grey Wolf,GW001,2005,8,黑龙江省,平房区,哈尔滨市平房区平乐村三屯,126.601605,45.587063,Attack livestock,Goose+Chicken,1+1,1+1,https://heilongjiang.dbw.cn/system/2005/08/19/050113829.shtml
Grey Wolf,GW002,2007,7,黑龙江省,松北区,哈尔滨市松北区乐业镇杏林村,126.356905,46.078761,Enter human settlements,,,,https://heilongjiang.dbw.cn/system/2007/07/10/050887076.shtml
Grey Wolf,GW003,2005,9,宁夏回族自治区,贺兰县,贺兰山国家级自然保护区,105.935838,38.408632,Attack livestock,Sheep,未知,未知,https://news.sina.cn/sa/2005-09-23/detail-ikkntiam4668827.d.html
Grey Wolf,GW004,2009,5,甘肃省,玉门市,玉门镇黄闸湾乡北湖村,97.034177,40.395151,Enter human settlements,,,,https://gs.cnr.cn/gsxw/jzgc/200906/t20090616_505368959.html
Grey Wolf,GW005,2005,8,黑龙江省,安达市,安达市老虎岗镇向前村匡家屯,125.644721,46.801603,Attack livestock,Sheep,1,1,https://news.sina.com.cn/s/2005-09-22/06317006280s.shtml
Grey Wolf,GW006,2009,12,新疆维吾尔自治区,青河县,青河县萨尔托海乡,90.156424,46.060367,Attack livestock,Sheep,57,57,https://news.sohu.com/20100113/n269537348.shtml
Grey Wolf,GW007,2009,4,甘肃省,山丹县,祁连山山丹马场一场四队,101.245294,38.123608,Enter human settlements,,,,https://news.sohu.com/20090522/n264102017.shtml
Grey Wolf,GW008,2014,8,新疆维吾尔自治区,富蕴县,富蕴县喀拉布勒根乡喀拉卓勒村,88.768263,46.349911,Attack human,Human+Chicken,6+10,0+10,http://ku.m.chinanews.com/wapapp/cns/sh/zw/6487114.shtml?target=_self
Grey Wolf,GW009,2010,4,甘肃省,肃北蒙古族自治县,肃北县马鬃山镇云母头村,96.079447,41.469765,Attack livestock,Sheep,30+,30+,https://www.chinanews.com/gn/news/2010/04-08/2214464.shtml
Grey Wolf,GW010,2012,3,新疆维吾尔自治区,霍城县,伊犁农四师六十一团小麻扎,80.558402,44.252296,Attack livestock,Sheep,98,75,https://www.chinanews.com/df/2012/03-07/3725561.shtml
Grey Wolf,GW011,2011,2,甘肃省,永登县,永登县龙泉镇费家湾村俞家营,103.376683,36.515798,Attack livestock,Sheep,17,9,https://news.ifeng.com/c/7fZM1NDTakE
Grey Wolf,GW012,2015,12,新疆维吾尔自治区,克拉玛依区,克拉玛依市政府车队院子,84.889231,45.579421,Enter human settlements,,,,http://www.china.com.cn/newphoto/news/2015-12/08/content_37264710.htm
Grey Wolf,GW013,2018,1,内蒙古自治区,奈曼旗,奈曼旗义隆永镇西梁村经营农场,120.668853,42.665797,Attack livestock,Sheep,2,2,https://news.aluntan.com/1529-3042993019580034869.html
Grey Wolf,GW014,2021,11,甘肃省,玛曲县,玛曲县采日玛镇秀昌村,102.022811,33.387733,Attack livestock,Sheep,15,15,https://www.163.com/dy/article/GQER0LQJ0550U2GK.html
Grey Wolf,GW015,2021,1,内蒙古自治区,翁牛特旗,赤峰翁牛特旗桥头镇,118.914449,42.608561,Attack livestock,Sheep,26,26,https://news.cctv.com/2021/01/11/ARTIeM216cp4spnhjOiiT0bH210111.shtml
Grey Wolf,GW016,2024,4,新疆维吾尔自治区,温泉县,博尔塔拉蒙古族自治州温泉县塔秀乡冬都布勒格村,81.563021,44.973022,Attack livestock,Sheep,30,30,https://m.thepaper.cn/newsDetail_forward_28472047
Grey Wolf,GW017,2021,7,黑龙江省,阿城区,哈尔滨市阿城区炮手屯,127.016742,45.533206,Attack domestic dog,Dog,1,1,https://baijiahao.baidu.com/s?id=1705070845539499972&wfr=spider&for=pc
Grey Wolf,GW018,2021,10,青海省,兴海县,兴海县温泉乡,99.438968,35.404095,Enter human settlements,,,,https://www.chinanews.com.cn/sh/shipin/cns-d/2021/10-27/news905302.shtml
Grey Wolf,GW019,2009,5,甘肃省,玉门市,玉门市黄闸湾乡泽湖村,97.055345,40.376744,Enter human settlements,,,,https://gs.cnr.cn/gsxw/jzgc/200906/t20090616_505368959_1.html
Grey Wolf,GW020,2010,1,内蒙古自治区,东乌珠穆沁旗,东乌珠穆沁旗满都宝力格镇白音布日德嘎查伊昌畜牧公司,118.662823,46.325883,Attack livestock,Sheep,18,18,https://news.cntv.cn/china/20100123/101987_1.shtml
Grey Wolf,GW021,2007,3,内蒙古自治区,海勃湾区,乌海市海勃湾区千里山镇,106.890863,39.850678,Attack livestock,Sheep,15,4,https://nm.cnr.cn/xwzx/jjnmg/200703/t20070314_504420391.html
Grey Wolf,GW022,2005,1,内蒙古自治区,达尔罕茂明安联合旗,达茂旗查干淖尔苏木（乡）,109.905557,42.27255,Attack livestock,Sheep,180,146,https://news.sina.cn/sa/2005-05-30/detail-ikkntiam3615024.d.html
Grey Wolf,GW023,2008,10,新疆维吾尔自治区,乌苏市,乌苏市赛力克提牧场,84.46884,44.153123,Attack livestock,Sheep,81,81,https://news.ifeng.com/c/7fYavZ9RSGT
Grey Wolf,GW024,2008,3,甘肃省,肃北蒙古族自治县,肃北县党城湾镇乌兰布勒格村红泉牧场,95.85956,39.038107,Attack livestock,Goat,10+,未知,https://news.sina.com.cn/c/2008-04-07/083015304786.shtml
Grey Wolf,GW025,2013,5,甘肃省,天祝藏族自治县,武威天祝县赛什斯镇土城村,102.879898,36.932388,Attack livestock,Cow,2,2,https://gs.cnr.cn/gsxw/gngj/201305/t20130510_512552786.shtml
Grey Wolf,GW026,2013,5,新疆维吾尔自治区,和静县,和静县阿次布苏牧场,84.82952,43.084929,Attack livestock,Yak,6,未知,https://news.sciencenet.cn/htmlnews/2013/6/278621.shtm
Grey Wolf,GW027,2014,10,新疆维吾尔自治区,尼勒克县,尼勒克县乌赞乡乌赞沟冬窝子,82.490228,43.804687,Attack livestock,Sheep,10+,1,https://inews.ifeng.com/42221481/news.shtml
Grey Wolf,GW028,2014,11,新疆维吾尔自治区,尼勒克县,尼勒克县乌赞乡乌赞沟冬窝子,82.490228,43.804687,Attack livestock,Sheep,53,41,http://ku.m.chinanews.com/wapapp/cns/sh/zw/6768558.shtml?target=_self
Grey Wolf,GW029,2012,12,内蒙古自治区,阿巴嘎旗,阿巴嘎旗吉日嘎郎图嘎查,115.169745,45.043185,Attack livestock,Sheep,31,未知,http://www.hkwb.net/news/content/2013-01/18/content_1036957.htm
Grey Wolf,GW030,2012,2,新疆维吾尔自治区,奇台县,兵团农六师北塔山牧场畜牧三连,90.438267,45.170826,Attack livestock,Horse,1,1,https://www.chinanews.com.cn/df/2012/02-21/3685470.shtml
Grey Wolf,GW031,2010,12,内蒙古自治区,阿巴嘎旗,锡林郭勒盟阿巴嘎旗伊和高勒苏木额尔登乌拉嘎查,115.046225,44.739747,Attack livestock,Sheep,140,140,https://inews.nmgnews.com.cn/system/2010/12/09/010533573.shtml
Grey Wolf,GW032,2011,1,新疆维吾尔自治区,奇台县,昌吉回族自治州奇台县托浪岗山区,90.674415,44.995921,Attack livestock,Sheep,54,54,https://www.chinanews.com/sh/2011/12-24/3556318.shtml
Grey Wolf,GW033,2014,2,新疆维吾尔自治区,尼勒克县,尼勒克县乌赞乡乌赞沟冬窝子,82.490228,43.804687,Attack livestock,Sheep,28,7,http://www.huangpu.org.cn/xgxw/201402/t20140228_5746965_1.html
Grey Wolf,GW034,2015,1,黑龙江省,呼兰区,哈尔滨市呼兰区原野村,126.611139,46.003182,Attack livestock,Sheep Chicken Duck,未知,未知,https://tv.cctv.cn/2015/01/14/VIDE1421228279943987.shtml
Grey Wolf,GW035,2012,11,新疆维吾尔自治区,奇台县,农六师北塔山牧场三连,90.438267,45.170826,Attack livestock,Sheep,约100,约100,http://ku.m.chinanews.com/wapapp/cns/df/zw/4488097.shtml?target=_self
Grey Wolf,GW036,2012,4,新疆维吾尔自治区,和布克赛尔蒙古自治县,和布克赛尔县查干库勒乡江根库克村,85.981207,46.821813,Attack livestock,Sheep,161,未知,https://www.chinanews.com/df/2012/04-28/3854532.shtml
Grey Wolf,GW037,2014,2,吉林省,丰满区,吉林市丰满区二道乡张家村三社,126.449101,43.754689,Attack livestock,Duck,17,17,http://ku.m.chinanews.com/wapapp/cns/sh/zw/5899693.shtml?target=_self
Grey Wolf,GW038,2013,2,新疆维吾尔自治区,奇台县,奇台县托浪岗,90.671415,44.992262,Attack livestock,Sheep,69,37,http://ku.m.chinanews.com/wapapp/cns/df/zw/4574337.shtml?target=_self
Grey Wolf,GW039,2012,12,新疆维吾尔自治区,奇台县,农六师北塔山牧场三连,90.438267,45.170826,Attack livestock,Cow,7,7,http://ku.m.chinanews.com/wapapp/cns/df/zw/4466379.shtml?target=_self
Grey Wolf,GW040,2012,1,新疆维吾尔自治区,奇台县,北塔山牧场,90.509055,45.240343,Attack livestock,Sheep,48,33,https://news.cntv.cn/20120330/122041.shtml
Grey Wolf,GW041,2017,9,内蒙古自治区,乌拉特中旗,乌拉特中旗巴音乌兰苏木图克木嘎查,108.803639,41.95497,Attack livestock,Sheep,30+,30+,https://mp.weixin.qq.com/s?__biz=MzI5OTM4NDA5NQ==&mid=2247489248&idx=1&sn=ad7544856ae485e24e10fe1cb1fdcc2f&chksm=ec963a90dbe1b386c2058e837987d6b4177c7e8d57f93c25a04f096a33ce77a7dfdd591a58cc&scene=27
Grey Wolf,GW042,2019,4,青海省,甘德县,果洛州甘德县下藏科乡,100.694843,34.072239,Attack livestock,Sheep,约150,约150,https://m.thepaper.cn/newsDetail_forward_3409414
Grey Wolf,GW043,2016,9,内蒙古自治区,阿拉善左旗,阿左旗乌力吉苏木温都尔毛道嘎查,104.321573,40.975124,Attack livestock,Sheep,5,5,https://www.northnews.cn/news/2016/0908/1451404.html
Grey Wolf,GW044,2016,10,宁夏回族自治区,原州区,固原市原州区彭堡镇曹洼村六组,106.229482,36.095278,Attack livestock,Sheep,33,28,https://static.nfapp.southcn.com/content/201610/12/c144689.html
Grey Wolf,GW045,2014,9,新疆维吾尔自治区,昭苏县,四师74团坡马,80.273874,42.676079,Attack livestock,Cow,5,5,https://www.chinanews.com/df/2015/06-16/7347585.shtml
Grey Wolf,GW046,2016,3,青海省,共和县,共和县廿地乡曲什纳村一社,100.488824,36.355973,Attack livestock,Sheep,50+,50+,https://www.sohu.com/a/62751989_115496
Grey Wolf,GW047,2024,12,新疆维吾尔自治区,托里县,托里县登格克村,83.98742,45.311196,Attack livestock,Sheep,12,12,https://news.cctv.com/2024/12/30/ARTIJW7enF56cz22uQC8Xx5u241230.shtml
Grey Wolf,GW048,2024,1,新疆维吾尔自治区,温泉县,温泉县安格里格镇托斯呼尔图村,81.21424,44.946637,Attack livestock,Sheep,80+,80+,https://news.qq.com/rain/a/20240122A04O7000
Grey Wolf,GW049,2021,5,黑龙江省,龙沙区,齐齐哈尔市龙沙区大民村大花力屯,123.930883,47.266156,Attack livestock,Sheep+Dog,3+1,3+1,https://www.chinanews.com/sh/2021/05-12/9475661.shtml
Grey Wolf,GW050,2021,7,内蒙古自治区,翁牛特旗,赤峰翁牛特旗桥头镇,118.913164,42.609399,Attack livestock,Sheep,26,26,https://baijiahao.baidu.com/s?id=1688756224691568651&wfr=spider&for=pc
Grey Wolf,GW051,2006,9,吉林省,珲春市,珲春市敬信镇四道泡村,130.542924,42.653497,Attack livestock,Sheep,14,10,https://news.sohu.com/20060930/n245616438.shtml
Grey Wolf,GW052,2005,8,黑龙江省,阿城区,阿城市黄土岗屯村,123.598913,47.151557,Attack livestock,Chicken+Duck+Goose,6+5+1,6+5+1,https://news.sina.com.cn/c/2005-09-02/10586846444s.shtml
Grey Wolf,GW053,2006,7,内蒙古自治区,乌拉特后旗,乌拉特后旗潮格温都尔镇巴音努如嘎查,106.247875,41.859773,Attack livestock,Camel,5,5,https://news.sina.com.cn/c/2006-08-02/10059635600s.shtml
Grey Wolf,GW054,2010,1,内蒙古自治区,阿巴嘎旗,阿巴嘎旗伊和高勒,115.130234,44.729713,Attack livestock,Sheep,288,288,https://news.sina.com.cn/c/2010-01-24/042516982736s.shtml
Grey Wolf,GW055,2013,5,内蒙古自治区,苏尼特右旗,锡林郭勒盟苏尼特右旗边境牧区,111.3399,43.299663,Attack livestock,Sheep,67,17,http://politics.people.com.cn/n/2013/0602/c70731-21705060.html
Grey Wolf,GW056,2011,2,内蒙古自治区,回民区,　呼和浩特市红山口村,111.649077,40.887505,Attack domestic dog,Dog,7月8日,7月8日,https://inews.nmgnews.com.cn/system/2011/03/12/010566498.shtml
Grey Wolf,GW057,2010,7,吉林省,榆树市,榆树市土桥镇长寿村,126.951409,44.657817,Attack livestock,Chicken,未知,未知,https://news.sina.com.cn/s/2010-07-14/011417800016s.shtml
Grey Wolf,GW058,2014,10,新疆维吾尔自治区,富蕴县,富蕴县克孜勒希力克乡,89.805759,46.847909,Attack livestock,Sheep,43,36,https://news.sina.com.cn/o/2014-10-28/162931057904.shtml
Grey Wolf,GW059,2013,1,内蒙古自治区,额尔古纳市,额尔古纳市三河乡苏沁地区,119.785034,50.462501,Attack livestock,Sheep,93,58,http://news.enorth.com.cn/system/2013/01/20/010545079.shtml
Grey Wolf,GW060,2012,12,内蒙古自治区,阿巴嘎旗,锡林郭勒盟阿巴嘎旗吉日嘎郎图苏木,115.168274,45.043007,Attack livestock,Sheep,未知,5,https://www.weather.com.cn/guangxi/tqxw/1761541.shtml
Grey Wolf,GW061,2010,9,内蒙古自治区,赛罕区,呼和浩特市金桥开发区商务厅住宅,111.759786,40.797886,Enter human settlements,,,,https://news.sohu.com/20100925/n275241384.shtml
Grey Wolf,GW062,2017,6,新疆维吾尔自治区,博乐市,博乐市小营盘镇明格陶勒哈村,81.820253,45.033796,Attack livestock,Sheep,13,未知,https://sdxw.iqilu.com/share/YS0yMS0zMjQ0MTM=.html
Grey Wolf,GW063,2018,2,吉林省,东辽县,辽源禄山村,125.248066,42.968327,Attack livestock,Goose+Chicken,未知,1+0,https://www.thepaper.cn/newsDetail_forward_1990705
Grey Wolf,GW064,2019,10,吉林省,洮北区,白城牧场第三牧场,122.545555,45.7483,Attack livestock,Chicken,未知,未知,https://baijiahao.baidu.com/s?id=1647242007778235555&wfr=spider&for=pc
Grey Wolf,GW065,2019,10,甘肃省,成县,成县城关镇石沟村二社村,105.777444,33.781415,Attack livestock,Goose,1,1,https://k.sina.com.cn/article_6578221694_18817b27e02000pyxw.html
Grey Wolf,GW066,2015,7,新疆维吾尔自治区,吉木乃县,中哈边境一八六团畜牧六连,85.628521,47.498781,Attack livestock,Sheep,9,9,https://www.chinanews.com.cn/df/2015/11-19/7631599.shtml
Grey Wolf,GW067,2023,8,黑龙江省,农安县,朝阳乡共和村三门刘家屯,125.5974,45.721679,Attack livestock,Pig,1,1,https://baijiahao.baidu.com/s?id=1773923573591112256&wfr=spider&for=pc
Grey Wolf,GW068,2024,2,新疆维吾尔自治区,精河县,精河县八家户农场牧业三队,82.800642,44.534729,Attack livestock,Sheep,20,20,https://www.xjjh.gov.cn/info/1041/172451.htm
Grey Wolf,GW069,2009,6,甘肃省,玉门市,玉门市黄闸湾乡梁子沟村,97.017142,40.345654,Enter human settlements,,,,https://gs.cnr.cn/gsxw/kx/200908/t20090803_505418537.html
Grey Wolf,GW070,2013,8,新疆维吾尔自治区,玛纳斯县,新疆兵团第六师芳草湖农场一场一连,86.526163,44.646478,Attack livestock,Sheep,9,3,https://www.chinanews.com.cn/sh/2013/08-23/5201291.shtml
Grey Wolf,GW071,2012,5,青海省,同仁市,黄南藏族自治州人民政府办公室,102.015348,35.519495,Enter human settlements,,,,https://news.sina.com.cn/c/2012-05-20/075924445681.shtml
Grey Wolf,GW072,2014,5,新疆维吾尔自治区,昭苏县,兵团第四师七十七团八连,80.851789,43.102971,Attack livestock,Sheep,62,39,https://www.chinanews.com.cn/df/2014/05-26/6214075.shtml
Grey Wolf,GW073,2011,6,新疆维吾尔自治区,玛纳斯县,兵团农六师芳草湖三场,86.596886,44.687381,Attack livestock,Sheep,几只,几只,https://news.sohu.com/20110720/n313926091.shtml
Grey Wolf,GW074,2013,9,吉林省,桦甸市,桦甸市金沙镇民安村东乌拉草沟社,126.985932,43.167673,Attack domestic dog,Dog,1,1,https://ku.m.chinanews.com/wapapp/cns/df/zw/5279652.shtml?target=_self
Grey Wolf,GW075,2014,6,青海省,祁连县,祁连县野牛沟乡达玉村一社,99.373383,38.350531,Attack livestock,Sheep,76,54,https://lcj.qinghai.gov.cn/xwdt/snxw/content_193
Grey Wolf,GW076,2020,2,新疆维吾尔自治区,伊吾县,伊吾县前山乡北部冬窝子,93.927255,43.451037,Attack livestock,Sheep,38,24,https://www.chinanews.com.cn/sh/2020/02-18/9095986.shtml
Grey Wolf,GW077,2014,12,新疆维吾尔自治区,石河子市,兵团第八师石河子镇努尔巴尔村,86.013807,44.275875,Enter human settlements,,,,https://xj.cnr.cn/2014xjfw/2014xjfw_1/2014xjfwkxun/20141226/t20141226_517223789.shtml
Grey Wolf,GW078,2022,7,青海省,天峻县,天峻县江仓,99.250112,37.432974,Enter human settlements,,,,https://www.tianjun.gov.cn/info/1020/65646.htm
Grey Wolf,GW079,2023,9,青海省,玛多县,玛多野牛沟,97.953959,34.442724,Enter human settlements,,,,https://baijiahao.baidu.com/s?id=1758576137445369760&wfr=spider&for=pc
Leopard,L001,2006,2,陕西省,陇县,陇县城关镇黄家崖村上新庄组,106.90492,34.923293,Enter human settlements,,,,https://news.sina.com.cn/s/2006-03-01/09438330898s.shtml
Leopard,L002,2019,6,河北省,青龙满族自治县,青龙满族自治县青龙镇老爷庙影壁山村,118.870142,40.48547,Attack livestock,Sheep,12,12,https://news.ifeng.com/c/7nxBS0LpatG
Leopard,L003,2018,9,吉林省,珲春市,哈达门乡东方红村,130.493739,42.933962,Attack livestock,Chicken,近30,未知,https://www.hndnews.com/p/229576.html
Leopard,L004,2019,8,河北省,平泉市,平泉市道虎沟乡上泉子村,118.745425,40.917722,Attack livestock,Sheep,1,1,https://ysxw.cctv.cn/article.html?item_id=9078115662352758079
Leopard,L005,2019,10,吉林省,珲春市,珲春市097县道西南岔7公里处,130.839431,43.160363,Enter human settlements,,,,https://www.thepaper.cn/newsDetail_forward_4698261
Leopard,L006,2017,6,四川省,白玉县,白玉县察青松多自然保护区麻绒乡如当村,99.293702,31.030514,Enter human settlements,,,,https://www.sohu.com/a/149963194_361205
Leopard,L007,2024,10,山西省,盂县,阳泉市盂县西潘乡牛郎湾村,113.259209,38.418265,Attack human,Human,1,,https://tv.cctv.cn/2024/11/01/VIDE3fEfS5QIWTWUsiU3UZDQ241101.shtml
Leopard,L008,2019,8,河北省,平泉市,平泉市道虎沟乡翟家沟村,118.740129,40.928573,Attack livestock,Goose,1,1,https://ysxw.cctv.cn/article.html?item_id=16813178195160963124
Leopard,L009,2016,1,吉林省,珲春市,珲春市春化镇曙光村,130.948523,42.977458,Enter human settlements,,,,https://m.cnr.cn/news/20160107/t20160107_521065468_yd.html
Leopard,L010,2017,10,山西省,和顺县,和顺县西部,113.359748,37.407058,Attack livestock,Cow,1,1,https://news.dahebao.cn/dahe/appcommunity/1074761
Leopard,L011,2024,12,吉林省,珲春市,珲春市敬信镇回龙峰村边境,130.474691,42.569712,Enter human settlements,,,,https://www.163.com/dy/article/JIM3TBDJ05509UST.html
Leopard,L012,2024,5,吉林省,珲春市,延边珲春市马川子乡依力村,130.485415,42.850766,Attack domestic dog,Dog,1,1,https://www.ctdsb.net/c1716_202405/2145102.html
Leopard,L013,2024,12,吉林省,珲春市,珲春市板石镇,130.34723,42.782024,Enter human settlements,,,,https://www.chinanews.com.cn/m/sh/2024/12-04/10330465.shtml
Leopard,L014,2012,12,河北省,涉县,涉县关防乡前池村,113.912268,36.529401,Attack livestock,Goat,43,29,https://www.chinanews.com/sh/2012/12-27/4442758.shtml
Leopard,L015,2012,2,河南省,修武县,修武县西村乡大河坡村,113.298519,35.34949,Attack livestock,Goat,1,1,https://hn.cnr.cn/hngbxwzx/201203/t20120308_509258795_1.shtml
