Species,No.,Year,Month,Province,County,District,Longitude,Latitude,Type of conflict (standard),Victem,Number of victems,Number of deaths,URL
Asiatic Black Bear,ABB108,2023,6,黑龙江省,饶河县,双鸭山市饶河县胜利农场有限公司,134.027974,47.337658,Damage beehive,,,,https://www.chinanews.com/sh/shipin/cns-d/2023/06-29/news963195.shtml
Asiatic Black Bear,ABB109,2023,8,黑龙江省,虎林市,鸡西边境管理支队向阳边境派出所红星村,131.539728,45.229556,Damage beehive,,,,https://www.my399.com/2023/08-25/PDEGjZw1.html
Asiatic Black Bear,ABB110,2023,9,黑龙江省,虎林市,虎林市杨岗镇六人班村,132.3745,45.753049,Attack livestock,Sheep,6,6,https://www.bjnews.com.cn/detail/1693802215129773.html
Asiatic Black Bear,ABB111,2023,7,湖北省,兴山县,兴山县南阳镇白竹村,110.603588,31.37156,Damage beehive,,,,https://www.chinanews.com.cn/sh/shipin/cns-d/2023/07-19/news965152.shtml
Asiatic Black Bear,ABB112,2023,10,吉林省,汪清县,延边汪清县大兴沟镇庙岭村,129.654912,43.502635,Attack livestock,Pig,4,未知,https://baijiahao.baidu.com/s?id=1781352899359892061&wfr=spider&for=pc
Asiatic Black Bear,ABB113,2023,11,吉林省,敦化市,延边敦化江源镇,128.022942,43.176205,Damage property,,,,https://baijiahao.baidu.com/s?id=1781987813668934087&wfr=spider&for=pc
Asiatic Black Bear,ABB114,2023,4,四川省,通江县,巴中市通江县泥溪镇,107.196176,32.229305,Attack human,Human,1,,https://baijiahao.baidu.com/s?id=1764146278755686450&wfr=spider&for=pc
Asiatic Black Bear,ABB115,2023,8,台湾省,海端乡,嘉明湖国家步道基地台,120.98384,23.255269,Enter human settlements,,,,https://pets.ettoday.net/news/2571880
Asiatic Black Bear,ABB116,2023,8,台湾省,卓溪乡,花莲县卓溪乡清水部落,121.272296,23.276464,Damage property,Chicken,7,7,https://pets.ettoday.net/news/2571414
Asiatic Black Bear,ABB117,2023,7,台湾省,仁爱乡,南投县仁爱乡庐山部落,121.190551,24.02736,Damage beehive,,,,https://pets.ettoday.net/news/2550539
Asiatic Black Bear,ABB118,2024,6,黑龙江省,抚远市,抚远市长征村和建国村之间耕地,134.41655,48.150858,Enter human settlements,,,,https://k.sina.com.cn/article_1784473157_6a5ce64502002xq2o.html
Asiatic Black Bear,ABB119,2024,9,湖北省,保康县,襄阳市保康县马桥镇,110.927679,31.746045,Damage beehive,,,,https://content-static.cctvnews.cctv.com/snow-book/index.html?item_id=14456996475941757341
Asiatic Black Bear,ABB120,2024,12,湖北省,竹山县,堵河源国家级自然保护区,110.013182,31.608543,Damage property,,,,https://ysxw.cctv.cn/video.html?item_id=2585040359034616934
Asiatic Black Bear,ABB121,2024,11,四川省,北川县,北川县曲山镇,104.510444,31.864536,Attack human,Human,1,,https://news.qq.com/rain/a/20241130A079RJ00?suid=&media_id=
Asiatic Black Bear,ABB122,2024,6,四川省,康定市,甘孜州康定市姑咱镇达杠村,102.137953,30.062672,Attack human,Human,1,,https://www.thecover.cn/news/n/H%2B6eZT%2BZ2H90qSdq8Jkw==
Asiatic Black Bear,ABB123,2024,8,四川省,通江县,通江县胜利乡大营村三社,107.53148,32.216944,Damage beehive,,,,https://mp.weixin.qq.com/s?__biz=MzA3OTAzMDIzNg==&mid=2650992482&idx=2&sn=bdc25ed0566af1c6ff7e30e60720f1c1&chksm=85213c5dd467e2c6dd9251fb5f0205bd8d9566d38035c183ec85cca66f1b7b5977c9116ebdab&scene=27
Asiatic Black Bear,ABB124,2024,4,台湾省,海端乡,台东雾鹿部落海端乡,121.038387,23.168632,Damage property,Chicken,9,9,https://pets.ettoday.net/news/2722193
Asiatic Black Bear,ABB125,2009,8,湖南省,石门县,壶瓶山国家级自然保护区核心区黄莲河村,110.836216,30.0475,Damage crops,,,,https://hunan.voc.com.cn/news/200909/27206997.html
Asiatic Black Bear,ABB126,2014,6,四川省,雨城区,雅安孔坪乡大田村,103.034209,29.949774,Attack livestock,Sheep,近20,近20,https://www.chinanews.com.cn/sh/2014/06-23/6309373.shtml
Asiatic Black Bear,ABB127,2015,8,黑龙江省,饶河县,饶河县饶河沿江公园,134.013899,46.812811,Damage property,,,,https://news.cnr.cn/native/gd/20150829/t20150829_519703901.shtml
Asiatic Black Bear,ABB128,2019,4,湖北省,竹山县,竹山县柳林乡,110.015479,31.608683,Enter human settlements,,,,https://baijiahao.baidu.com/s?id=1632144958972990370&wfr=spider&for=pc
Asiatic Black Bear,ABB129,2017,8,云南省,贡山县,贡山县独龙江乡献九当村委会,98.330826,27.937968,Attack livestock,Pig,2,2,https://www.chinanews.com.cn/m/sh/2017/08-28/8316201.shtml
Asiatic Black Bear,ABB130,2016,6,四川省,崇州市,鸡冠山乡琉璃村二组附近的公路,103.348758,30.757973,Enter human settlements,,,,https://www.thepaper.cn/newsDetail_forward_1493063
Asiatic Black Bear,ABB131,2017,8,吉林省,安图县,长白山北山门,128.113154,42.38815,Attack livestock,Duck,24,24,https://www.sohu.com/a/169104169_265827
Asiatic Black Bear,ABB132,2021,11,黑龙江省,饶河县,饶河县饶河县胜利农场有限公司,133.886463,47.360197,Enter human settlements,,,,https://finance.sina.com.cn/jjxw/2021-11-27/doc-ikyakumx0610969.shtml
Asiatic Black Bear,ABB133,2022,10,黑龙江省,依兰县,依兰县达连河镇江山路,129.407154,46.172155,Enter human settlements,,,,https://mp.weixin.qq.com/s?__biz=MjM5OTgxMjA4MA==&mid=2652479898&idx=4&sn=271a61b26e5765cfa33bedb7354440e7&chksm=bcd8cf058baf46139ea6136a86bc7f44494d58e7a48ce14a98e5f9da704e2400b49ac43a252c&scene=27
Asiatic Black Bear,ABB134,2022,9,黑龙江省,伊美区,伊美区523小区热力电厂院,128.913234,47.740447,Enter human settlements,,,,https://ysxw.cctv.cn/article.html?item_id=17057795201376358983
Asiatic Black Bear,ABB135,2021,10,湖北省,房县,十堰市房县门古寺镇代东河林场黑水洞电站,110.404202,31.921187,Enter human settlements,,,,https://www.hb.chinanews.com.cn/news/2021/1103/365791.html
Asiatic Black Bear,ABB136,2022,4,甘肃省,康县,康县云台镇大院村郭家坪社,105.617041,33.406841,Enter human settlements,,,,http://wcs.xbtcsc.com.cn//a/fazhiqianyan/20220505/27597.html
Asiatic Black Bear,ABB137,2021,4,贵州省,盘州市,盘州市亦资街道石家庄,104.46771,25.637619,Attack livestock,Sheep,2,2,https://www.gywb.cn/system/2021/04/16/031162450.shtml
Asiatic Black Bear,ABB138,2023,5,湖北省,五峰土家族自治县,宜昌市五峰土家族自治县湾潭镇,110.432392,30.049068,Enter human settlements,,,,https://www.chinanews.com.cn/shipin/cns-d/2023/05-30/news960603.shtml
Asiatic Black Bear,ABB139,2009,5,湖北省,五峰土家族自治县,宜昌五峰南河村三组,110.956835,30.175638,Attack livestock,Sheep,2,2,https://www.qingdaonews.com/content/2009-06/07/content_8061349.htm
Asiatic Black Bear,ABB140,2014,8,云南省,兰坪县,兰坪县中排乡烟川村委会下烟一组,99.146379,26.823542,Attack livestock,Cow,1,1,https://www.lanping.gov.cn/xxgk/015280551/info/2014-95674.html
Asiatic Black Bear,ABB141,2006,9,黑龙江省,宁安市,宁安市石岩镇石岩农场,129.408763,44.065317,Attack human,Human,1,,https://heilongjiang.dbw.cn/system/2006/09/20/050555217.shtml
Asiatic Black Bear,ABB142,2013,9,辽宁省,铁岭县,铁岭市铁岭县李千户镇青山村,123.779953,42.048149,Attack livestock,Sheep,1,1,https://ku.m.chinanews.com/wapapp/cns/df/zw/5321450.shtml?target=_self
Asiatic Black Bear,ABB143,2007,9,云南省,景洪市,西双版纳傣族自治州景洪市勐龙镇东风农场六分场橡胶林,100.650673,21.533611,Attack human,Human,3,3,http://news.big5.enorth.com.cn/system/2007/09/13/001965928.shtml
Asiatic Black Bear,ABB144,2006,9,吉林省,临江市,临江市桦树镇柳树河村,127.426551,41.824052,Damage crops,,,,https://news.sina.com.cn/c/2006-09-27/084310119779s.shtml
Asiatic Black Bear,ABB145,2012,10,黑龙江省,双城区,双城市同心乡富强村,126.198156,45.318069,Attack livestock,Sheep,,,https://www.chinanews.com/sh/2012/10-31/4291751.shtml
Asiatic Black Bear,ABB146,2014,10,吉林省,蛟河市,蛟河市庆岭镇中心302国道,126.950172,43.798231,Enter human settlements,,,,https://www.chinanews.com.cn/sh/2014/10-22/6707041.shtml
Asiatic Black Bear,ABB147,2008,7,吉林省,安图县,安图县永庆乡马鞍山村,128.45786,42.712202,Attack livestock,Cow,1,1,https://news.sohu.com/20080719/n258248798.shtml
Asiatic Black Bear,ABB148,2008,8,重庆市,开州区,开县白泉乡白泉村,108.785885,31.591317,Damage crops,,,,https://news.sohu.com/20080829/n259260408.shtml
Asiatic Black Bear,ABB149,2016,4,四川省,峨边彝族自治县,峨边彝族自治县觉莫乡马鞍村,103.154994,29.190906,Attack livestock,Goat,16,14,https://www.chinanews.com.cn/sh/2016/04-28/7852002.shtml
Asiatic Black Bear,ABB150,2017,10,四川省,甘孜县,甘孜州甘孜县昔色乡青沙村,99.740424,31.687406,Enter human settlements,,,,https://baijiahao.baidu.com/s?id=1581034875414693788&wfr=spider&for=pc
Asiatic Black Bear,ABB151,2017,10,四川省,绵竹市,德阳绵竹市金花镇,104.058067,31.35283,Damage crops,,,,https://baijiahao.baidu.com/s?id=1581126279079477372&wfr=spider&for=pc
Asiatic Black Bear,ABB152,2016,10,黑龙江省,虎林市,虎林市阿北乡阿北村,133.270293,46.206747,Enter human settlements,,,,https://heilongjiang.dbw.cn/system/2016/10/14/057407534.shtml
Asiatic Black Bear,ABB153,2024,6,四川省,金堂县,金堂县舒家湾村,104.50603,30.789716,Attack livestock,Chicken,4,4,https://cbgc.scol.com.cn/news/5108333
Asiatic Black Bear,ABB154,2009,8,台湾省,海端乡,南横公路145k,120.741952,22.614681,Enter human settlements,,,,https://news.ltn.com.tw/news/life/breakingnews/307696
Asiatic Black Bear,ABB155,2009,1,台湾省,竹崎乡,嘉县竹崎乡狮埜村第10邻红火坑部落,120.512724,23.531084,Damage crops,,,,https://news.ltn.com.tw/news/local/paper/319012
Asiatic Black Bear,ABB156,2005,7,台湾省,寿丰乡,花莲县寿丰乡平地的丰里村,121.50884,23.843664,Damage crops,,,,https://news.ltn.com.tw/news/life/paper/25473
Asiatic Black Bear,ABB157,2011,6,台湾省,海端乡,南横公路初来段,121.165356,23.120329,Enter human settlements,,,,https://news.ltn.com.tw/news/life/paper/509098
Asiatic Black Bear,ABB158,2019,9,台湾省,海端乡,台东海端乡利稻村,121.023337,23.203387,Damage property,,,,https://news.ltn.com.tw/news/life/paper/1320943
Asiatic Black Bear,ABB159,2019,9,台湾省,海端乡,玉山园区南二段的拉库音溪山屋,121.025741,23.328305,Damage property,,,,https://news.ltn.com.tw/news/life/paper/1316987
Asiatic Black Bear,ABB160,2019,8,台湾省,延平乡,关山红石林道,121.137017,23.059645,Enter human settlements,,,,https://news.ltn.com.tw/news/life/breakingnews/2881328
Asiatic Black Bear,ABB161,2019,7,台湾省,海端乡,南岸附近台三○线,121.24824,23.311689,Enter human settlements,,,,https://news.ltn.com.tw/news/life/paper/1307362
Asiatic Black Bear,ABB162,2019,6,台湾省,卓溪乡,花莲县卓溪乡清水林道,121.185928,23.250656,Enter human settlements,,,,https://news.ltn.com.tw/news/life/paper/1300878
Asiatic Black Bear,ABB163,2019,6,台湾省,海端乡,台东南横山区雾鹿国小,121.041062,23.168773,Enter human settlements,,,,https://news.ltn.com.tw/news/local/paper/1297746
Asiatic Black Bear,ABB164,2019,1,台湾省,信义乡,玉山国家公园楠溪林道,120.906803,23.457446,Damage property,,,,https://news.ltn.com.tw/news/life/breakingnews/2675132
Asiatic Black Bear,ABB165,2024,12,台湾省,卓溪乡,花莲卓溪乡古风村梅醋腌渍工坊,121.234707,23.180011,Damage property,,,,https://news.ltn.com.tw/news/life/breakingnews/4919578
Asiatic Black Bear,ABB166,2024,10,台湾省,卓溪乡,花莲卓溪乡古风村石平部落,121.232325,23.175147,Attack livestock,Chicken,未知,未知,https://news.ltn.com.tw/news/life/breakingnews/4853592
Asiatic Black Bear,ABB167,2023,9,台湾省,六龟区,高雄六龟新开温泉,120.680791,23.057275,Damage beehive,,,,https://news.ltn.com.tw/news/life/paper/1606233
Asiatic Black Bear,ABB168,2021,8,台湾省,信义乡,省道台21线新中横公路143K东埔山登山口,120.893304,23.49395,Enter human settlements,,,,https://news.ltn.com.tw/news/life/paper/1468548
Asiatic Black Bear,ABB169,2023,6,云南省,勐海县,勐满镇大广村委会上田房村,101.345535,21.251755,Enter human settlements,,,,https://www.xsbn.gov.cn/zrbhq/112828.news.detail.dhtml?news_id=2890681
Asiatic Black Bear,ABB170,2012,1,广西省,融水苗族自治县,融水苗族自治县元宝山自然保护区,109.138632,25.422209,Attack human,Human,1,,https://v.gxnews.com.cn/a/6412058
Asiatic Black Bear,ABB171,2010,10,甘肃省,秦州区,秦州区天水镇天水村,105.606933,34.30965,Attack human,Human,2,,https://news.sina.com.cn/o/2010-10-11/182718214782s.shtml
Asiatic Black Bear,ABB172,2006,5,四川省,旺苍县,旺苍县高阳镇,106.296734,32.358978,Attack human,Human,1,,https://news.sina.com.cn/s/2006-05-18/04458953865s.shtml
Asiatic Black Bear,ABB173,2010,7,黑龙江省,五常市,五常市营城子满族乡红旗村,127.021922,45.125535,Attack human,Human,1,,https://news.sina.com.cn/o/2010-07-06/053817760884s.shtml
Asiatic Black Bear,ABB174,2007,8,黑龙江省,兴安区,鹤岗市市区南部,130.275227,47.27787,Enter human settlements,,,,https://www.taihainet.com/news/txnews/cnnews/sh/2007-08-30/165572_2.html
Asiatic Black Bear,ABB175,2008,1,台湾省,和平区,台中县大雪山社区,120.907373,24.23917,Attack domestic dog,Dog,5,5,http://www.taiwan.cn/xwzx/bwkx/200801/t20080127_579250.htm
Asiatic Black Bear,ABB176,2009,5,云南省,鹤庆县,鹤庆县松桂镇段家箐村,100.131996,26.350473,Attack human,Human,1,1,https://news.sina.com.cn/s/2009-05-29/091817910812.shtml
Asiatic Black Bear,ABB177,2010,10,黑龙江省,穆棱市,穆棱市八面通镇四合村,130.537946,44.948766,Attack human,Human,1,,https://heilongjiang.dbw.cn/system/2010/10/27/052789340.shtml
Asiatic Black Bear,ABB178,2017,5,陕西省,岚皋县,岚皋县同兴村,108.775304,32.487102,Attack human,Human,1,1,https://k.sina.com.cn/article_2011880330_77eadb8a00100igg2.html
Asiatic Black Bear,ABB179,2009,10,黑龙江省,汤原县,汤原县竹帘镇,129.873085,46.602754,Enter human settlements,,,,https://heilongjiang.dbw.cn/system/2009/11/02/052187911.shtml
Asiatic Black Bear,ABB180,2005,6,湖北省,宜都市,宜都市五眼泉乡麒麟山村五组,111.351586,30.378969,Enter human settlements,,,,https://news.sina.com.cn/c/2005-06-04/14136080270s.shtml
Asiatic Black Bear,ABB181,2013,7,四川省,温江区,成都温江区寿安镇东岳村,103.694786,30.874449,Damage crops,,,,https://www.chinanews.com.cn/sh/2013/07-25/5082195.shtml
Asiatic Black Bear,ABB182,2019,5,甘肃省,文县,白水江碧口保护站李子坝村,104.383789,32.895193,Enter human settlements,,,,https://baijiahao.baidu.com/s?id=1635040682896687270&wfr=spider&for=pc
Asiatic Black Bear,ABB183,2019,7,四川省,康定市,甘孜金汤镇昌坝村,102.345249,30.283992,Enter human settlements,,,,http://m1.tibet.cn/cn/news/yc/201907/t20190715_6637929.html
Asiatic Black Bear,ABB184,2020,4,四川省,维西县,迪庆州维西县白济汛乡永安村落左洛组,99.060525,27.494841,Enter human settlements,,,,https://mp.weixin.qq.com/s?__biz=MzA3NjczMjUyNg==&mid=2452212874&idx=2&sn=13e0f23de3d6bb89aa47312f6c7a40e8&chksm=8881ad8bbff6249d5839add3be1157fe72013e6ba4ee359bf7e79dc54e227f65511daec81994&scene=27
Asiatic Black Bear,ABB185,2024,7,黑龙江省,萝北县,鹤岗G331国道萝北县到嘉荫县的道路,130.652188,48.434468,Enter human settlements,,,,https://mp.weixin.qq.com/s?__biz=MzA4OTQ3NDkzOQ==&mid=2652304005&idx=3&sn=da3b720a2e16bb93a11e0083c0176f6d&chksm=8a7f36d40ba150496cbb963947637a711c82f91d243bb4473d0337eca256a0248acc7144df9e&scene=27
Asiatic Black Bear,ABB186,2024,5,四川省,茂县,阿坝茂县叠溪镇松坪沟村白腊组,103.635214,32.096926,Enter human settlements,,,,https://cj.sina.com.cn/articles/view/1700648435/655dd5f3020019kaa
Asiatic Black Bear,ABB187,2013,3,云南省,勐海县,勐海县布朗山乡,100.416746,21.583598,Enter human settlements,,,,http://www.china.com.cn/v/news/2013-03/07/content_28158174.htm
Asiatic Golden Cat,AGC001,2010,4,四川省,富顺县,富顺县永年镇洗马村3组,104.844674,29.128524,Attack livestock,Chicken,数十,数十,https://www.qingdaonews.com/content/2010-04/27/content_8361549.htm
Asiatic Golden Cat,AGC002,2009,10,四川省,渠县,渠县报恩乡金光村,107.159606,31.164379,Attack livestock,Chicken,未知,未知,https://news.sina.com.cn/c/2009-11-03/051416542455s.shtml
Asiatic Golden Cat,AGC003,2021,11,广西省,扶绥县,扶绥县岜盆乡那标村,107.983301,22.529328,Enter human settlements,,,,https://m.huanqiu.com/article/45V3s8N9pw7
Asiatic Golden Cat,AGC004,2013,4,四川省,渠县,渠县卷硐乡林区公路,107.053889,30.755858,Enter human settlements,,,,https://www.qx818.com/xwzx/shms/content_30022
Brown Bear,BB001,2024,5,西藏自治区,比如县,那曲市比如县白嘎乡,94.039082,31.195111,Enter human settlements,,,,https://baijiahao.baidu.com/s?id=1802705217620502238&wfr=spider&for=pc
Brown Bear,BB002,2020,5,青海省,治多县,治多县扎河乡口前村一社,94.837409,34.184891,Attack human,Human,1,1,https://society.huanqiu.com/article/3yFCRcGhSJO
Brown Bear,BB003,2014,6,新疆维吾尔自治区,沙湾市,沙湾县东湾镇博尔久峡义山崖附近,85.787796,44.001686,Attack human,Human,1,,https://www.163.com/dy/article/HGTQ03RV0553E0DF.html
Brown Bear,BB004,2021,9,青海省,称多县,玉树珍秦镇嘉塘草原,97.282774,33.427828,Attack human,Human,1,,https://baijiahao.baidu.com/s?id=1716104841990176321&wfr=spider&for=pc
Brown Bear,BB005,2023,3,青海省,称多县,玉树称多县珍秦七村木纳沟,97.28685,33.462189,Attack livestock,Yak,2,2,https://baijiahao.baidu.com/s?id=1761584582443070278&wfr=spider&for=pc
Brown Bear,BB006,2020,8,青海省,格尔木市,格尔木市大格勒乡查那村,95.761786,36.442019,Attack human,Human,5,,https://baijiahao.baidu.com/s?id=1675550861371963302&wfr=spider&for=pc
Brown Bear,BB007,2023,9,青海省,玛沁县,玛沁县东北部洋玉林场,100.414169,34.598589,Damage property,,,,https://mp.weixin.qq.com/s?__biz=MjM5MjQ1ODczMg==&mid=2655470338&idx=1&sn=4f01d39ea41afbbb8dcefbc9bef2d2a3&chksm=bc6a008de313ad8361d3d2a789472ef4c5b8b42fd6be39d75a7e5216c2a5ae856837777c312a&scene=27
Brown Bear,BB008,2023,5,新疆维吾尔自治区,和静县,和静县巴音布鲁克镇阿木尔郭勒分场,83.475026,43.004814,Attack livestock,Horse,1,,https://news.cyol.com/gb/articles/2023-05/27/content_X5RBxgSpEJ.html
Brown Bear,BB009,2024,8,西藏自治区,安多县,那曲市安多县雁石坪镇,92.069691,33.594999,Damage property,,,,https://news.qq.com/rain/a/20240808A03XZQ00
Brown Bear,BB010,2024,7,青海省,杂多县,杂多县昂赛乡年都村,95.622731,32.791651,Damage property,,,,https://mp.weixin.qq.com/s?__biz=MzI3NDAxODcwOA==&mid=2664699809&idx=3&sn=9248e7c4a1ad0b52dfd73a53e753958e&chksm=f1e683d5eafdc117f4c65ffa10b80fd859a8b5b3b8cf70385bd73b40f020f7dea945022995bf&scene=27
Brown Bear,BB011,2009,9,黑龙江省,穆棱市,穆棱市福禄乡福生村,130.738309,44.91339,Attack human,Human,1,,https://www.chinanews.com/jk/jk-ysbb/news/2009/09-27/1888663.shtml
Brown Bear,BB012,2018,10,青海省,杂多县,三江源国家公园澜沧江源园区昂赛工作站,95.75267,32.6691,Damage property,,,,https://baijiahao.baidu.com/s?id=1615265821116178655&wfr=spider&for=pc
Brown Bear,BB013,2019,9,西藏自治区,安多县,那曲唐古拉世界铁路海拔最高点和安多县间,92.406853,34.179909,Damage property,,,,https://v.cctv.cn/2019/09/25/VIDEnnTQyJJnv9RLoLpb3T5p190925.shtml
Brown Bear,BB014,2019,6,内蒙古自治区,根河市,大兴安岭阿龙山森林,122.134538,51.760608,Attack human,Human,1,,https://society.huanqiu.com/article/9CaKrnKlnnJ
Brown Bear,BB015,2016,10,青海省,玛多县,玛多县玛查理镇,98.211764,34.910122,Attack human,Human,2,,https://www.sohu.com/a/118143791_114731
Brown Bear,BB016,2019,10,四川省,道孚县,甘孜道孚县麻孜乡崩龙村,100.97603,31.102277,Damage crops,,,,https://www.sohu.com/a/349225893_114731
Brown Bear,BB017,2024,9,黑龙江省,呼中区,大兴安岭呼中自然保护区加拉河管理站,123.068763,51.619563,Damage property,,,,https://tv.cctv.cn/2024/09/13/VIDE9DQ1E3F5rdJ3geQyOxOH240913.shtml
Brown Bear,BB018,2021,5,黑龙江省,呼玛县,大兴安岭金山察哈彦村,126.393145,52.28565,Attack livestock,Cow,1,1,https://m.thepaper.cn/baijiahao_12717365
Brown Bear,BB019,2019,10,内蒙古自治区,根河市,大兴安岭北部原始林区管护局乌玛管护站,121.048236,51.421176,Damage property,,,,https://ysxw.cctv.cn/article.html?item_id=13246175372839202870
Brown Bear,BB020,2024,8,西藏自治区,尼玛县,那曲市尼玛县军仓乡,86.040924,31.255552,Enter human settlements,,,,https://www.tibet3.com/news/zangqu/xz/2024-09/02/content_500107688.html
Brown Bear,BB021,2022,9,西藏自治区,边坝县,昌都市边坝县草卡镇,94.681726,30.909881,Attack domestic dog,Dog,1,,https://weibo.com/ttarticle/p/show?id=2309355207563204690233
Brown Bear,BB022,2021,7,四川省,石渠县,甘孜石渠县城环城路与菊母街交叉路口,98.098606,32.970698,Enter human settlements,,,,https://ysxw.cctv.cn/article.html?item_id=1214943137768189933
Brown Bear,BB023,2024,9,西藏自治区,比如县,那曲萨普神山,93.78369,30.878736,Damage property,,,,https://www.cqnews.net/1/detail/1284034130069950464/web/content_1284034130069950464.html
Brown Bear,BB024,2024,7,甘肃省,肃北蒙古族自治县,肃北县盐池湾,96.055314,38.972518,Enter human settlements,,,,https://city.news.cctv.com/2024/07/03/VIDEsMFAdVTJR2MK7BRwCCQt240703.shtml
Brown Bear,BB025,2024,6,青海省,达日县,果洛州达日县德昂乡,100.121339,33.419847,Attack livestock,Cow,3,3,https://www.chinanews.com.cn/sh/shipin/cns-d/2024/06-09/news991953.shtml
Brown Bear,BB026,2024,8,西藏自治区,比如县,那曲市比如县萨普旅游景区,93.885955,30.984534,Attack human,,,,https://www.kepuchina.cn/article/articleinfo?business_type=100&ar_id=521742
Brown Bear,BB027,2024,9,新疆维吾尔自治区,若羌县,巴音郭楞蒙古自治州若羌县若羌河水库,88.189196,38.914207,Enter human settlements,,,,https://cbgc.scol.com.cn/news/5489286
Brown Bear,BB028,2024,7,西藏自治区,谢通门县,谢通门县切琼乡,88.021282,30.172914,Enter human settlements,,,,https://mp.weixin.qq.com/s?__biz=MzIxOTU4MzYwMQ==&mid=2247618461&idx=4&sn=5f33d3ee1c78971e8be2b36598a456e3&chksm=96a11de0d08ab0ef60ea3e90523af40ca6bc81d3c564612a1f16b2bbe3825770a1ddd4ac2138&scene=27
Brown Bear,BB029,2023,10,新疆维吾尔自治区,若羌县,阿尔金山保护区依协克帕提管护站,90.230399,37.360286,Enter human settlements,,,,https://www.xj.chinanews.com.cn/video/2023-10-28/detail-ihcuiyae1935993.shtml
Brown Bear,BB030,2006,1,西藏自治区,林周县,林周县旁多乡邦多行政村,91.332888,30.189749,Attack livestock,Sheep,2,2,https://news.sina.com.cn/c/2007-10-23/062312771789s.shtml
Brown Bear,BB031,2009,7,新疆维吾尔自治区,昌吉市,昌吉市庙尔沟乡庙尔沟村,86.851938,43.504738,Attack livestock,Sheep,3,3,https://news.sohu.com/20091116/n268239583.shtml
Brown Bear,BB032,2014,6,西藏自治区,当雄县,当雄县宁中乡堆灵村三组,90.752321,30.277441,Attack livestock,Sheep,85,30,https://mp.weixin.qq.com/s?__biz=MjM5NDI3NzEwOA==&mid=200282299&idx=1&sn=18a00909bdaac10051afd8261f695290&chksm=288e83201ff90a36a103d5c043af859156d09dbf0649500b5b9188c095a28086da3f35db2ab5&scene=27
Brown Bear,BB033,2014,6,青海省,湟中区,湟中县上五庄华科村,101.410603,36.83082,Attack livestock,Sheep,6,2,http://district.ce.cn/newarea/roll/201406/24/t20140624_3030048.shtml
Brown Bear,BB034,2014,6,西藏自治区,当雄县,当雄县宁中乡堆灵村一组,90.753003,30.280804,Attack livestock,Sheep,3,3,http://district.ce.cn/newarea/roll/201407/01/t20140701_3073187.shtml
Brown Bear,BB035,2018,10,青海省,称多县,称多县歇武镇当巴村,97.293992,33.057906,Damage property,,,,https://weibo.com/6352557688/GEDEW4zc4
Brown Bear,BB036,2017,4,青海省,天峻县,天峻县织合玛乡一社,99.1502,37.533965,Damage property,,,,https://www.sohu.com/a/136419547_160903
Brown Bear,BB037,2024,9,西藏自治区,色尼区,那曲市区,92.067701,31.474967,Enter human settlements,,,,https://news.qq.com/rain/a/20240903V09GDX00?suid=&media_id=
Brown Bear,BB038,2021,6,青海省,城西区,西宁,101.791253,36.628956,Damage property,,,,https://www.163.com/v/video/VIBH1ETPN.html
Brown Bear,BB039,2023,7,青海省,玉树市,玉树州玉树市结古镇,96.979019,33.00067,Damage property,,,,https://baijiahao.baidu.com/s?id=1771938401265563765&wfr=spider&for=pc
Brown Bear,BB040,2006,11,西藏自治区,安多县,安多县吉日乡各拉丹冬,91.242275,33.513674,Damage property,,,,https://news.cctv.com/society/20061114/104541.shtml
Brown Bear,BB041,2009,9,西藏自治区,昂仁县,日喀则昂仁县宁果乡,86.129578,30.731455,Attack livestock,Sheep,未知,15,https://news.sina.com.cn/c/2006-09-13/082810995929.shtml
Brown Bear,BB042,2014,5,西藏自治区,当雄县,当雄县乌玛塘乡郭尼村六组,91.576758,30.608507,Attack livestock,Sheep,1,1,http://district.ce.cn/newarea/roll/201405/13/t20140513_2808255.shtml
Brown Bear,BB043,2017,10,青海省,玉树市,玉树藏族自治州玉树市小苏莽乡,97.251776,32.349474,Damage property,,,,https://baijiahao.baidu.com/s?id=1580597754515498183&wfr=spider&for=pc
Brown Bear,BB044,2023,11,青海省,格尔木市,格尔木矿区,93.160586,36.911961,Damage property,,,,https://m.bjnews.com.cn/detail/1699531252129246.html
Brown Bear,BB045,2024,8,青海省,玛多县,玛多县扎陵湖乡阿涌村,97.91216,35.084656,Attack livestock,Cow,1,1,https://baijiahao.baidu.com/s?id=1808480184103696279&wfr=spider&for=pc
Brown Bear,BB046,2022,8,新疆维吾尔自治区,和静县,巴音郭楞蒙古自治州和静县一牧区,84.349723,42.83058,Attack livestock,Sheep,1,1,http://news.cnhubei.com/content/2022-09/01/content_15025343.html
Brown Bear,BB047,2022,6,内蒙古自治区,额尔古纳市,恩和向阳屯,119.792137,50.731203,Attack livestock,Sheep,13,4,https://www.sohu.com/a/559494863_121123767
Brown Bear,BB048,2024,7,青海省,湟中区,西宁市湟中区共和镇东岔村,101.365639,36.537774,Damage property,,,,https://baijiahao.baidu.com/s?id=1797239210686801268&wfr=spider&for=pc
Brown Bear,BB049,2021,11,青海省,玛沁县,果洛藏族自治州玛沁县大武,100.244924,34.481014,Damage property,,,,https://baijiahao.baidu.com/s?id=1716483204692459123&wfr=spider&for=pc
